segment,name,placeId,mapsUrl,categoryName,categories,address,district,city,phone,hasWebsite,websiteUrl,rating,reviewsCount,hasOpeningHours,isClosed,matchedSearchTerms,missingSearchTerms,matchedSegments,missingSegments,matchedSearchTermCount,firstMatchedSearchTerm,searchCoverageNote,searchCoverageSignal,score,bucket,reasons,rawRecordCount,collectedAt,latitude,longitude
berber,Taş makas erkek kuaförü,ChIJSQ0BFQCryhQRMTAgJP1Fjd8,https://www.google.com/maps/search/?api=1&query=Ta%C5%9F%20makas%20erkek%20kuaf%C3%B6r%C3%BC&query_place_id=ChIJSQ0BFQCryhQRMTAgJP1Fjd8,Hair salon,Hair salon,"Taşoluk, İstanbul Cd. 11 B, 34283 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 537 722 96 57,True,https://www.instagram.com/tasmakaserkekkuaforu?igsh=aWN5eGJnaHZ0cnNz,5,9,True,False,erkek kuaforu | kuafor,berber | erkek kuaförü | barbershop | guzellik salonu | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber | guzellik salonu,,2,erkek kuaforu,"erkek kuaforu, kuafor ile cikti, berber, erkek kuaförü, barbershop, guzellik salonu, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",sinirli,1,drop,yorum dusuk,2,2026-04-22T16:06:41.518Z,41.196775,28.7159853
berber,ALİCO ERKEK KUAFÖRÜ,ChIJU207WACryhQRwwlzy9gW30s,https://www.google.com/maps/search/?api=1&query=AL%C4%B0CO%20ERKEK%20KUAF%C3%96R%C3%9C&query_place_id=ChIJU207WACryhQRwwlzy9gW30s,Hair salon,Hair salon,"Mustafa Kemal Paşa, Kazım Karabekir Cd., 34275 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 542 223 25 10,False,,5,8,True,False,erkek kuaforu,berber | erkek kuaförü | barbershop | guzellik salonu | kuafor | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber,guzellik salonu,1,erkek kuaforu,"erkek kuaforu ile cikti, berber, erkek kuaförü, barbershop, guzellik salonu, kuafor, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,1,drop,yorum dusuk | tek arama teriminde gorundu,1,2026-04-22T16:06:00.678Z,41.1957738,28.7281527
berber,DOĞAN ERKEK KUAFÖRÜ,ChIJY7RmkCGryhQRQ38g1DjPjgg,https://www.google.com/maps/search/?api=1&query=DO%C4%9EAN%20ERKEK%20KUAF%C3%96R%C3%9C&query_place_id=ChIJY7RmkCGryhQRQ38g1DjPjgg,Hairdresser,Hairdresser,"İslambey, Hükümet Sk. No:4, 34275 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 538 946 78 28,False,,4.5,8,True,False,erkek kuaförü | kuaför,berber | erkek kuaforu | barbershop | guzellik salonu | kuafor | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber | guzellik salonu,,2,erkek kuaförü,"erkek kuaförü, kuaför ile cikti, berber, erkek kuaforu, barbershop, guzellik salonu, kuafor, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",sinirli,1,drop,yorum dusuk,2,2026-04-22T16:04:59.493Z,41.1856834,28.7409634
berber,Murat Berber,ChIJz-c2QqKryhQRZeSh81NyjD8,https://www.google.com/maps/search/?api=1&query=Murat%20Berber&query_place_id=ChIJz-c2QqKryhQRZeSh81NyjD8,Hair salon,Hair salon,"merkez mahalle, Fatih Cd., 34275 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 542 311 34 78,False,,3.5,8,True,False,berber,erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuafor | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber,guzellik salonu,1,berber,"berber ile cikti, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuafor, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,1,drop,yorum dusuk | tek arama teriminde gorundu,1,2026-04-22T16:06:05.891Z,41.1857642,28.7517158
berber,STİL ERKEK KUAFÖRÜ,ChIJt0BwfERXtRQR731TiD472TY,https://www.google.com/maps/search/?api=1&query=ST%C4%B0L%20ERKEK%20KUAF%C3%96R%C3%9C&query_place_id=ChIJt0BwfERXtRQR731TiD472TY,Hairdresser,Hairdresser,"Hadımköy, Ceyhun Sk. No13A, 34555 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 538 644 14 60,False,,4.9,8,True,False,erkek kuaförü | kuafor,berber | erkek kuaforu | barbershop | guzellik salonu | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber | guzellik salonu,,2,erkek kuaförü,"erkek kuaförü, kuafor ile cikti, berber, erkek kuaforu, barbershop, guzellik salonu, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",sinirli,1,drop,yorum dusuk,2,2026-04-22T16:05:21.815Z,41.1579496,28.6242431
berber,Tekin Erkek Kuaför,ChIJ36F1uLKryhQRdUeEtU1jd_4,https://www.google.com/maps/search/?api=1&query=Tekin%20Erkek%20Kuaf%C3%B6r&query_place_id=ChIJ36F1uLKryhQRdUeEtU1jd_4,Hairdresser,Hairdresser,"kuaför tekin, Merkez mahallesi, Tahtakale Sk. no6/D, 34275 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 539 344 31 40,False,,3.6,8,True,False,erkek kuaforu | kuaför,berber | erkek kuaförü | barbershop | guzellik salonu | kuafor | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber | guzellik salonu,,2,erkek kuaforu,"erkek kuaforu, kuaför ile cikti, berber, erkek kuaförü, barbershop, guzellik salonu, kuafor, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",sinirli,1,drop,yorum dusuk,2,2026-04-22T16:06:31.754Z,41.1824587,28.7414211
berber,Moda Erkek Kuaförü,ChIJnTwrHAlXtRQRO_9lRb3CGTI,https://www.google.com/maps/search/?api=1&query=Moda%20Erkek%20Kuaf%C3%B6r%C3%BC&query_place_id=ChIJnTwrHAlXtRQRO_9lRb3CGTI,Hair salon,Hair salon,"Hastane, Oğuz Ata Sk., 34555 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 555 067 52 90,False,,4.4,7,True,False,erkek kuaförü | kuafor,berber | erkek kuaforu | barbershop | guzellik salonu | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber | guzellik salonu,,2,erkek kuaförü,"erkek kuaförü, kuafor ile cikti, berber, erkek kuaforu, barbershop, guzellik salonu, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",sinirli,1,drop,yorum dusuk,2,2026-04-22T16:05:28.024Z,41.1537022,28.6224827
berber,İLGAR BARBERSHOP,ChIJ5XmFjaGryhQRA7ZYAo0Qnso,https://www.google.com/maps/search/?api=1&query=%C4%B0LGAR%20BARBERSHOP&query_place_id=ChIJ5XmFjaGryhQRA7ZYAo0Qnso,Barber shop,Barber shop,"Arnavutköy Merkez, 23 Nisan Cd. No:19, 34275 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 530 270 03 38,False,,4.4,7,True,False,barbershop,berber | erkek kuaforu | erkek kuaförü | guzellik salonu | kuafor | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber,guzellik salonu,1,barbershop,"barbershop ile cikti, berber, erkek kuaforu, erkek kuaförü, guzellik salonu, kuafor, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,1,drop,yorum dusuk | tek arama teriminde gorundu,1,2026-04-22T16:05:38.949Z,41.1819385,28.7331008
berber,Aksakallı Kuaför,ChIJNZumyniryhQRHXItUPKdnWE,https://www.google.com/maps/search/?api=1&query=Aksakall%C4%B1%20Kuaf%C3%B6r&query_place_id=ChIJNZumyniryhQRHXItUPKdnWE,Barber shop,Barber shop,"Anadolu, Mimar Sinan Cd. No:14, 34275 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 507 821 19 25,False,,5,6,True,False,berber | kuaför,erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuafor | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber | guzellik salonu,,2,berber,"berber, kuaför ile cikti, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuafor, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",sinirli,1,drop,yorum dusuk,2,2026-04-22T16:06:32.092Z,41.1855824,28.7456912
berber,DURSUN ERKEK KUAFÖRÜ,ChIJc8Nqd6aryhQRshfhmYH0Gig,https://www.google.com/maps/search/?api=1&query=DURSUN%20ERKEK%20KUAF%C3%96R%C3%9C&query_place_id=ChIJc8Nqd6aryhQRshfhmYH0Gig,Barber shop,Barber shop,"Merkez mah, Adaş Sk. no13, 34512 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 539 856 81 68,False,,3.8,6,True,False,berber | kuaför,erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuafor | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber | guzellik salonu,,2,berber,"berber, kuaför ile cikti, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuafor, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",sinirli,1,drop,yorum dusuk,2,2026-04-22T16:06:07.574Z,41.1816389,28.7416356
berber,Berat Erkek Kuaförü,ChIJ2UZgajJXtRQRAJ9RDPbO6OU,https://www.google.com/maps/search/?api=1&query=Berat%20Erkek%20Kuaf%C3%B6r%C3%BC&query_place_id=ChIJ2UZgajJXtRQRAJ9RDPbO6OU,Barber shop,Barber shop,"Hastane, Koruluk Sk. No:6, 34555 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 531 550 07 47,False,,5,5,True,False,erkek kuaförü | kuafor,berber | erkek kuaforu | barbershop | guzellik salonu | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber | guzellik salonu,,2,erkek kuaförü,"erkek kuaförü, kuafor ile cikti, berber, erkek kuaforu, barbershop, guzellik salonu, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",sinirli,1,drop,yorum dusuk,2,2026-04-22T16:05:14.768Z,41.1542046,28.6158575
berber,Tolga Erkek Kuaförü,ChIJy01dnoKryhQR7yMtfFcyC2U,https://www.google.com/maps/search/?api=1&query=Tolga%20Erkek%20Kuaf%C3%B6r%C3%BC&query_place_id=ChIJy01dnoKryhQR7yMtfFcyC2U,Hairdresser,Hairdresser,"Tolga erkek kuaförü Tolga erkek kuaförü, Nenehatun, Hasan Tahsin Cd. No:5, 34275 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 549 607 56 01,False,,5,5,True,False,erkek kuaforu | beauty salon,berber | erkek kuaförü | barbershop | guzellik salonu | kuafor | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım,berber | guzellik salonu,,2,erkek kuaforu,"erkek kuaforu, beauty salon ile cikti, berber, erkek kuaförü, barbershop, guzellik salonu, kuafor, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım ile cikmadi",sinirli,1,drop,yorum dusuk,2,2026-04-22T16:06:43.039Z,41.1991157,28.7268424
berber,korkmaz kuaför,ChIJc5JyrPWryhQR14Io5LQrXQg,https://www.google.com/maps/search/?api=1&query=korkmaz%20kuaf%C3%B6r&query_place_id=ChIJc5JyrPWryhQR14Io5LQrXQg,Hairdresser,Hairdresser,"Boğazköy İstiklal, Milli Egemenlik Cd. No:69, 34285 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 542 794 34 94,False,,4.6,5,True,False,erkek kuaforu | kuafor,berber | erkek kuaförü | barbershop | guzellik salonu | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber | guzellik salonu,,2,erkek kuaforu,"erkek kuaforu, kuafor ile cikti, berber, erkek kuaförü, barbershop, guzellik salonu, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",sinirli,1,drop,yorum dusuk,2,2026-04-22T16:06:34.741Z,41.180014,28.7638039
berber,Kuaför Kemal,ChIJsSTzAqoBoEARPC22XV6GKaY,https://www.google.com/maps/search/?api=1&query=Kuaf%C3%B6r%20Kemal&query_place_id=ChIJsSTzAqoBoEARPC22XV6GKaY,Barber shop,Barber shop | Beauty salon,"Terkos Mah, Yeniköy Cad No: 19, 34000 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 535 342 02 55,False,,5,4,True,False,berber | guzellik salonu,erkek kuaforu | erkek kuaförü | barbershop | kuafor | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber | guzellik salonu,,2,berber,"berber, guzellik salonu ile cikti, erkek kuaforu, erkek kuaförü, barbershop, kuafor, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",sinirli,1,drop,yorum dusuk,2,2026-04-22T16:04:52.230Z,41.3021889,28.6749912
berber,Recep ATLI (Barber Shop),ChIJ02-ASACryhQRkE7BK7pvXgw,https://www.google.com/maps/search/?api=1&query=Recep%20ATLI%20(Barber%20Shop)&query_place_id=ChIJ02-ASACryhQRkE7BK7pvXgw,Hair salon,Hair salon,"Arnavutköy Merkez, Nişan Sk. 6D, 34275 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 553 332 34 39,False,,4,4,True,False,barbershop | beauty salon,berber | erkek kuaforu | erkek kuaförü | guzellik salonu | kuafor | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım,berber | guzellik salonu,,2,barbershop,"barbershop, beauty salon ile cikti, berber, erkek kuaforu, erkek kuaförü, guzellik salonu, kuafor, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım ile cikmadi",sinirli,1,drop,yorum dusuk,2,2026-04-22T16:05:28.306Z,41.1856485,28.7392517
berber,Çarşı erkek kuaförü,ChIJYfDyZu5WtRQRleT6IfF870k,https://www.google.com/maps/search/?api=1&query=%C3%87ar%C5%9F%C4%B1%20erkek%20kuaf%C3%B6r%C3%BC&query_place_id=ChIJYfDyZu5WtRQRleT6IfF870k,Barber shop,Barber shop,"tamtürk sitesi, Hadımköy, şebeke caddesi a blok no 3, 34275 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 532 173 43 00,False,,4,4,True,False,erkek kuaförü | kuafor,berber | erkek kuaforu | barbershop | guzellik salonu | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber | guzellik salonu,,2,erkek kuaförü,"erkek kuaförü, kuafor ile cikti, berber, erkek kuaforu, barbershop, guzellik salonu, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",sinirli,1,drop,yorum dusuk,2,2026-04-22T16:05:23.406Z,41.1811054,28.6124023
berber,BAYBER FERO ERKEK KUAFÖRÜ,ChIJxzyOQACryhQR9Ya1SFBI0Mw,https://www.google.com/maps/search/?api=1&query=BAYBER%20FERO%20ERKEK%20KUAF%C3%96R%C3%9C&query_place_id=ChIJxzyOQACryhQR9Ya1SFBI0Mw,Hair salon,Hair salon,"Hicret, Ayla Sk. No:11, 34275 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 538 868 38 57,False,,5,3,True,False,erkek kuaforu,berber | erkek kuaförü | barbershop | guzellik salonu | kuafor | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber,guzellik salonu,1,erkek kuaforu,"erkek kuaforu ile cikti, berber, erkek kuaförü, barbershop, guzellik salonu, kuafor, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,1,drop,yorum dusuk | tek arama teriminde gorundu,1,2026-04-22T16:06:28.865Z,41.1971304,28.7529569
berber,Kuaför Muharrem,ChIJzzfwZEqqyhQRwByNJYLhT5Y,https://www.google.com/maps/search/?api=1&query=Kuaf%C3%B6r%20Muharrem&query_place_id=ChIJzzfwZEqqyhQRwByNJYLhT5Y,Barber shop,Barber shop,"Taşoluk, İstanbul Cd. 34/1, 34281 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 538 464 97 01,False,,3.7,3,True,False,berber | kuaför,erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuafor | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber | guzellik salonu,,2,berber,"berber, kuaför ile cikti, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuafor, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",sinirli,1,drop,yorum dusuk,2,2026-04-22T16:06:46.242Z,41.1961665,28.7164283
berber,MEHMET BAYIR ERKEK KUAFÖR'Ü,ChIJVeO29sZVtRQRACXRRjh2loQ,https://www.google.com/maps/search/?api=1&query=MEHMET%20BAYIR%20ERKEK%20KUAF%C3%96R'%C3%9C&query_place_id=ChIJVeO29sZVtRQRACXRRjh2loQ,Hairdresser,Hairdresser,"YASSIÖREN MAHALLESİ ESKİ EDİRNE ASFALTI CADDESİ NO 1958/A, 34277 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 534 728 39 72,False,,5,3,True,False,erkek kuaforu | guzellik salonu,berber | erkek kuaförü | barbershop | kuafor | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber | guzellik salonu,,2,erkek kuaforu,"erkek kuaforu, guzellik salonu ile cikti, berber, erkek kuaförü, barbershop, kuafor, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",sinirli,1,drop,yorum dusuk,2,2026-04-22T16:05:32.733Z,41.236352,28.59754
berber,TOLGA HAİR SALOON,ChIJVXfcQgZXtRQRpOicPmOOsZg,https://www.google.com/maps/search/?api=1&query=TOLGA%20HA%C4%B0R%20SALOON&query_place_id=ChIJVXfcQgZXtRQRpOicPmOOsZg,Hairdresser,Hairdresser | Hair salon,"34000, Hadımköy, Çitlembik Dede Sk. D:6 E, 34555 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 531 938 60 34,False,,3.7,3,True,False,erkek kuaförü | guzellik salonu,berber | erkek kuaforu | barbershop | kuafor | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber | guzellik salonu,,2,erkek kuaförü,"erkek kuaförü, guzellik salonu ile cikti, berber, erkek kuaforu, barbershop, kuafor, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",sinirli,1,drop,yorum dusuk,2,2026-04-22T16:05:35.852Z,41.1567159,28.6197555
berber,ALKAN ERKEK KUAFÖRÜ,ChIJMwO8YEaryhQRE9I-eKP7vbE,https://www.google.com/maps/search/?api=1&query=ALKAN%20ERKEK%20KUAF%C3%96R%C3%9C&query_place_id=ChIJMwO8YEaryhQRE9I-eKP7vbE,Hairdresser,Hairdresser,"İmrahor, Abdullah Gül Cd. No:149, 34275 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 534 389 08 63,True,https://www.instagram.com/resulalknn1?igsh=MWkxcDYxOXRhZHVrdg%3D%3D&utm_source=qr,5,2,True,False,erkek kuaforu,berber | erkek kuaförü | barbershop | guzellik salonu | kuafor | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber,guzellik salonu,1,erkek kuaforu,"erkek kuaforu ile cikti, berber, erkek kuaförü, barbershop, guzellik salonu, kuafor, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,1,drop,yorum dusuk | tek arama teriminde gorundu,1,2026-04-22T16:05:01.560Z,41.2147755,28.7468853
berber,Berber ertan,ChIJVbhkc0lZtRQRfUmpnH1nwOo,https://www.google.com/maps/search/?api=1&query=Berber%20ertan&query_place_id=ChIJVbhkc0lZtRQRfUmpnH1nwOo,Barber shop,Barber shop,"Ömerli, Hadımköy - Ömerli Cd. 117-A, 34279 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 541 972 26 05,False,,3,2,True,False,berber,erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuafor | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber,guzellik salonu,1,berber,"berber ile cikti, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuafor, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,1,drop,yorum dusuk | tek arama teriminde gorundu,1,2026-04-22T16:05:52.285Z,41.1137686,28.6417481
berber,Bilal Erkek Kuaförü Arnavutköy,ChIJ9V_FAcSryhQRe44H_29yQ9w,https://www.google.com/maps/search/?api=1&query=Bilal%20Erkek%20Kuaf%C3%B6r%C3%BC%20Arnavutk%C3%B6y&query_place_id=ChIJ9V_FAcSryhQRe44H_29yQ9w,Barber shop,Barber shop,"Haraççı, Taşoluk Cd. No:18, 34281 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 531 689 24 12,False,,5,2,True,False,erkek kuaförü | kuaför,berber | erkek kuaforu | barbershop | guzellik salonu | kuafor | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber | guzellik salonu,,2,erkek kuaförü,"erkek kuaförü, kuaför ile cikti, berber, erkek kuaforu, barbershop, guzellik salonu, kuafor, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",sinirli,1,drop,yorum dusuk,2,2026-04-22T16:04:56.270Z,41.1860523,28.706634
berber,Favori Erkek Kuaförü,ChIJl86N2P-ryhQRnapBuLmGRWI,https://www.google.com/maps/search/?api=1&query=Favori%20Erkek%20Kuaf%C3%B6r%C3%BC&query_place_id=ChIJl86N2P-ryhQRnapBuLmGRWI,Barber shop,Barber shop,"Arnavutköy Merkez, Mabeyn Sk. No:2 D:6, 34275 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 542 629 58 68,False,,5,2,True,False,erkek kuaförü,berber | erkek kuaforu | barbershop | guzellik salonu | kuafor | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber,guzellik salonu,1,erkek kuaförü,"erkek kuaförü ile cikti, berber, erkek kuaforu, barbershop, guzellik salonu, kuafor, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",tek-terim,1,drop,yorum dusuk | tek arama teriminde gorundu,1,2026-04-22T16:05:49.756Z,41.1842039,28.7426383
berber,MURAT ERKEK KUAFÖRÜ,ChIJcf4-KwCryhQRH5CyeXxH9iw,https://www.google.com/maps/search/?api=1&query=MURAT%20ERKEK%20KUAF%C3%96R%C3%9C&query_place_id=ChIJcf4-KwCryhQRH5CyeXxH9iw,Hairdresser,Hairdresser | Hair salon,"Karlıbayır, Bayrak Cd. 91C, 34281 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 544 202 69 98,False,,5,2,True,False,erkek kuaforu | kuaför,berber | erkek kuaförü | barbershop | guzellik salonu | kuafor | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber | guzellik salonu,,2,erkek kuaforu,"erkek kuaforu, kuaför ile cikti, berber, erkek kuaförü, barbershop, guzellik salonu, kuafor, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",sinirli,1,drop,yorum dusuk,2,2026-04-22T16:06:43.349Z,41.1820124,28.7138086
berber,Salon BY Ümit,ChIJDe7VZEaryhQRQD_zicPEVZQ,https://www.google.com/maps/search/?api=1&query=Salon%20BY%20%C3%9Cmit&query_place_id=ChIJDe7VZEaryhQRQD_zicPEVZQ,Barber shop,Barber shop,"Yavuz Selim, Sevban Mehmet Cd., 34250 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 533 261 41 22,False,,3,2,True,False,barbershop | saç tasarım,berber | erkek kuaforu | erkek kuaförü | guzellik salonu | kuafor | kuaför | bayan kuaforu | bayan kuaförü | sac tasarim | beauty salon,berber | guzellik salonu,,2,barbershop,"barbershop, saç tasarım ile cikti, berber, erkek kuaforu, erkek kuaförü, guzellik salonu, kuafor, kuaför, bayan kuaforu, bayan kuaförü, sac tasarim, beauty salon ile cikmadi",sinirli,1,drop,yorum dusuk,2,2026-04-22T16:05:29.175Z,41.2113546,28.7382305
berber,ZK Zekeriya Süzen Erkek Kuaförü,ChIJaxoVLmeryhQRitXr3rvtypU,https://www.google.com/maps/search/?api=1&query=ZK%20Zekeriya%20S%C3%BCzen%20Erkek%20Kuaf%C3%B6r%C3%BC&query_place_id=ChIJaxoVLmeryhQRitXr3rvtypU,Hairdresser,Hairdresser,"Hicret, Berksoy Sk. No:4/A, 34287 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 538 649 37 00,False,,5,2,True,False,erkek kuaforu | kuaför,berber | erkek kuaförü | barbershop | guzellik salonu | kuafor | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber | guzellik salonu,,2,erkek kuaforu,"erkek kuaforu, kuaför ile cikti, berber, erkek kuaförü, barbershop, guzellik salonu, kuafor, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",sinirli,1,drop,yorum dusuk,2,2026-04-22T16:06:27.838Z,41.1983924,28.7640375
berber,💈KUAFÖR_RAMAZAN 💈✂️,ChIJz89NEayryhQR8pfGB4UMHlU,https://www.google.com/maps/search/?api=1&query=%F0%9F%92%88KUAF%C3%96R_RAMAZAN%20%F0%9F%92%88%E2%9C%82%EF%B8%8F&query_place_id=ChIJz89NEayryhQR8pfGB4UMHlU,Barber shop,Barber shop,"Falih Rıfkı Atay Caddesi Yunus Emre mahallesi 94, Boğazköy İstiklal, 34000 Arnavutköy/İstanbul, Türkiye",Arnavutkoy,Arnavutköy,+90 535 039 44 50,False,,5,2,True,False,berber | kuaför,erkek kuaforu | erkek kuaförü | barbershop | guzellik salonu | kuafor | bayan kuaforu | bayan kuaförü | sac tasarim | saç tasarım | beauty salon,berber | guzellik salonu,,2,berber,"berber, kuaför ile cikti, erkek kuaforu, erkek kuaförü, barbershop, guzellik salonu, kuafor, bayan kuaforu, bayan kuaförü, sac tasarim, saç tasarım, beauty salon ile cikmadi",sinirli,1,drop,yorum dusuk,2,2026-04-22T16:06:38.313Z,41.180747,28.7605498
